Key,Item Type,Publication Year,Author,Title,Publication Title,DOI,Date,Date Added,Date Modified,Pages,Issue,Volume,Publisher,Extra
HFMDN6HF,journalArticle,2021,"Sio, Filippo Santoni de","Correction To: Mark Coeckelbergh, Ai Ethics, MIT Press, 2021: Ethics of Ai: The Philosophical Challenges",Science and Engineering Ethics,10.1007/s11948-021-00337-2,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,1–1,5,27,,Publisher: Springer Verlag
QCFDTJ9W,journalArticle,2021,"Liu, Yongmou; Zhu, Qin; Lan, Lishan",The Rule of Virtue: A Confucian Response to the Ethical Challenges of Technocracy,Science and Engineering Ethics,10.1007/s11948-021-00341-6,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,1–24,5,27,,Publisher: Springer Verlag
FYVXXYZZ,journalArticle,2021,"Whitman, Madisson",Modeling Ethics: Approaches to Data Creep in Higher Education,Science and Engineering Ethics,10.1007/s11948-021-00346-1,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,1–18,6,27,,Publisher: Springer Verlag
AA8K3BLA,journalArticle,2022,"Reuter, Christian; Riebe, Thea; Schmid, Stefka",Dual-Use and Trustworthy? A Mixed Methods Analysis of Ai Diffusion Between Civilian and Defense R&D,Science and Engineering Ethics,10.1007/s11948-022-00364-7,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1–23,2,28,,Publisher: Springer Verlag
J9QLUVRB,journalArticle,2022,"Tang, Xiaofeng; Mendieta, Eduardo; Litzinger, Thomas A.",Developing an Online Data Ethics Module Informed by an Ecology of Data Perspective,Science and Engineering Ethics,10.1007/s11948-022-00374-5,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–22,2,28,,Publisher: Springer Verlag
7YZ8Q5PT,journalArticle,2022,"Stenseke, Jakob",Interdisciplinary Confusion and Resolution in the Context of Moral Machines,Science and Engineering Ethics,10.1007/s11948-022-00378-1,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,1–17,3,28,,Publisher: Springer Verlag
ZMCKW2QA,journalArticle,2022,"Hosseini, Mohammad; MichałWieczorek; Gordijn, Bert",Ethical Issues in Social Science Research Employing Big Data,Science and Engineering Ethics,10.1007/s11948-022-00380-7,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1–21,3,28,,Publisher: Springer Verlag
2WEZVDJA,journalArticle,2022,"Müller, Dennis; Chiodo, Maurice; Franklin, James",A Hippocratic Oath for Mathematicians? Mapping the Landscape of Ethics in Mathematics,Science and Engineering Ethics,10.1007/s11948-022-00389-y,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,1–30,5,28,,Publisher: Springer Verlag
VQH6DXJ3,journalArticle,2022,"McGinn, Robert E.",Startup Ethics: Ethically Responsible Conduct of Scientists and Engineers at Theranos,Science and Engineering Ethics,10.1007/s11948-022-00393-2,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,1–21,5,28,,Publisher: Springer Verlag
FEJ9B65G,journalArticle,2022,"Smallman, Melanie",Multi Scale Ethics–Why We Need to Consider the Ethics of Ai in Healthcare at Different Scales,Science and Engineering Ethics,10.1007/s11948-022-00396-z,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–17,6,28,,Publisher: Springer Verlag
ES2VGCKT,journalArticle,2022,"Rubeis, Giovanni; Fang, Mei Lan; Sixsmith, Andrew",Equity in Agetech for Ageing Well in Technology-Driven Places: The Role of Social Determinants in Designing Ai-Based Assistive Technologies,Science and Engineering Ethics,10.1007/s11948-022-00397-y,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1–15,6,28,,Publisher: Springer Verlag
PAHCYZSU,journalArticle,2022,"Causevic, Aida; Papadopoulos, Alessandro Vittorio; Struhar, Vaclav; Frasheri, Mirgita",Ethics of Autonomous Collective Decision-Making: The Caesar Framework,Science and Engineering Ethics,10.1007/s11948-022-00414-0,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1–27,6,28,,Publisher: Springer Verlag
J5G4CG8N,journalArticle,2023,"Pfotenhauer, Sebastian M.; Frahm, Nina; Knopf, Sophia","How Neurotech Start-Ups Envision Ethical Futures: Demarcation, Deferral, Delegation",Science and Engineering Ethics,10.1007/s11948-022-00421-1,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–20,1,29,,Publisher: Springer Verlag
A2NBML78,journalArticle,2023,"Génova, Gonzalo; Moreno, Valentín; González, M. Rosario",Machine Ethics: Do Androids Dream of Being Good People?,Science and Engineering Ethics,10.1007/s11948-023-00433-5,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–17,2,29,,Publisher: Springer Verlag
3HZMS6QH,journalArticle,2023,"Bleher, Hannah; Braun, Matthias",Reflections on Putting Ai Ethics Into Practice: How Three Ai Ethics Approaches Conceptualize Theory and Practice,Science and Engineering Ethics,10.1007/s11948-023-00443-3,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,1–21,3,29,,Publisher: Springer Verlag
MLSGU2CN,journalArticle,2023,"Alvarado, Ramón",Ai as an Epistemic Technology,Science and Engineering Ethics,10.1007/s11948-023-00451-3,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,1–30,5,29,,
B2MCQH4A,journalArticle,2023,"Milford, Stephen R.; Shaw, David; Starke, Georg",Playing Brains: The Ethical Challenges Posed by Silicon Sentience and Hybrid Intelligence in Dishbrain,Science and Engineering Ethics,10.1007/s11948-023-00457-x,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,1–17,6,29,,Publisher: Springer Verlag
FTXH9PKM,journalArticle,2021,"Goering, Sara; Klein, Eran; Sullivan, Laura Specker; Wexler, Anna; Arcas, Blaise Agüera Y.; Bi, Guoqiang; Carmena, Jose M.; Fins, Joseph J.; Friesen, Phoebe; Gallant, Jack; Huggins, Jane E.; Kellmeyer, Philipp; Marblestone, Adam; Mitchell, Christine; Parens, Erik; Pham, Michelle; Rubel, Alan; Sadato, Norihiro; Teicher, Mina; Wasserman, David; Whittaker, Meredith; Wolpaw, Jonathan; Yuste, Rafael",Recommendations for Responsible Development and Application of Neurotechnologies,Neuroethics,10.1007/s12152-021-09468-6,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,365–386,3,14,,Publisher: Springer Verlag
8NWFQVWF,journalArticle,2022,"Farisco, Michele; Evers, Kathinka; Salles, Arleen",On the Contribution of Neuroethics to the Ethics and Regulation of Artificial Intelligence,Neuroethics,10.1007/s12152-022-09484-0,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,1–12,1,15,,Publisher: Springer Verlag
WF3XQICW,journalArticle,2022,"Ienca, Marcello; Fins, Joseph J.; Jox, Ralf J.; Jotterand, Fabrice; Voeneky, Silja; Andorno, Roberto; Ball, Tonio; Castelluccia, Claude; Chavarriaga, Ricardo; Chneiweiss, Hervé; Ferretti, Agata; Friedrich, Orsolya; Hurst, Samia; Merkel, Grischa; Molnár-Gábor, Fruzsina; Rickli, Jean-Marc; Scheibner, James; Vayena, Effy; Yuste, Rafael; Kellmeyer, Philipp",Towards a Governance Framework for Brain Data,Neuroethics,10.1007/s12152-022-09498-8,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,1–14,2,15,,Publisher: Springer Verlag
LYXFFZ74,journalArticle,2021,"Loi, Michele; Christen, Markus",Choosing How to Discriminate: Navigating Ethical Trade-Offs in Fair Algorithmic Design for the Insurance Sector,Philosophy and Technology,10.1007/s13347-021-00444-9,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,967–992,4,34,,Publisher: Springer Verlag
4UZY4DMG,journalArticle,2021,"Mulvenna, Maurice D.; Bond, Raymond; Delaney, Jack; Dawoodbhoy, Fatema Mustansir; Boger, Jennifer; Potts, Courtney; Turkington, Robin",Ethical Issues in Democratizing Digital Phenotypes and Machine Learning in the Next Generation of Digital Health Technologies,Philosophy and Technology,10.1007/s13347-021-00445-8,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,1945–1960,4,34,,Publisher: Springer Verlag
HDHZAFDR,journalArticle,2021,"Geisslinger, Maximilian; Poszler, Franziska; Betz, Johannes; Lütge, Christoph; Lienkamp, Markus",Autonomous Driving Ethics: From Trolley Problem to Ethics of Risk,Philosophy and Technology,10.1007/s13347-021-00449-4,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,1033–1055,4,34,,Publisher: Springer Verlag
YGHPLHPK,journalArticle,2021,"Ruiter, Adrienne de",The Distinct Wrong of Deepfakes,Philosophy and Technology,10.1007/s13347-021-00459-2,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,1311–1332,4,34,,Publisher: Springer Verlag
HDMR43FI,journalArticle,2021,"Coghlan, Simon; Miller, Tim; Paterson, Jeannie",Good Proctor or ?Big Brother?? Ethics of Online Exam Supervision Technologies,Philosophy and Technology,10.1007/s13347-021-00476-1,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1581–1606,4,34,,Publisher: Springer Verlag
IUSZAPCA,journalArticle,2021,"Heinrichs, Jan-Hendrik",Why Digital Assistants Need Your Information to Support Your Autonomy,Philosophy and Technology,10.1007/s13347-021-00481-4,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1687–1705,4,34,,Publisher: Springer Verlag
YFQT2BQ3,journalArticle,2021,"McStay, Andrew","Emotional Ai, Ethics, and Japanese Spice: Contributing Community, Wholeness, Sincerity, and Heart",Philosophy and Technology,10.1007/s13347-021-00487-y,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,1781–1802,4,34,,Publisher: Springer Verlag
FP2HNAVP,journalArticle,2021,"Ratti, Emanuele; Graves, Mark",Cultivating Moral Attention: A Virtue-Oriented Approach to Responsible Data Science in Healthcare,Philosophy and Technology,10.1007/s13347-021-00490-3,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,1819–1846,4,34,,Publisher: Springer Verlag
HW4W4BEU,journalArticle,2022,"Romele, Alberto",Images of Artificial Intelligence: A Blind Spot in Ai Ethics,Philosophy and Technology,10.1007/s13347-022-00498-3,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–19,1,35,,Publisher: Springer Verlag
DACP43KD,journalArticle,2022,"Waelen, Rosalie",Why Ai Ethics is a Critical Theory,Philosophy and Technology,10.1007/s13347-022-00507-5,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,1–16,1,35,,Publisher: Springer Verlag
FSEMWFC4,journalArticle,2022,"Krügel, Sebastian; Ostermaier, Andreas; Uhl, Matthias",Zombies in the Loop? Humans Trust Untrustworthy Ai-Advisors for Ethical Decisions,Philosophy and Technology,10.1007/s13347-022-00511-9,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–37,1,35,,Publisher: Springer Verlag
FHY6ZQ5M,journalArticle,2022,"Kriebitz, Alexander; Max, Raphael; Lütge, Christoph",The German Act on Autonomous Driving: Why Ethics Still Matters,Philosophy and Technology,10.1007/s13347-022-00526-2,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–13,2,35,,Publisher: Springer Verlag
S6WNTB7L,journalArticle,2022,"Seger, Elizabeth",In Defence of Principlism in Ai Ethics and Governance,Philosophy and Technology,10.1007/s13347-022-00538-y,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–7,2,35,,Publisher: Springer Verlag
URU4LURP,journalArticle,2022,"Hagendorff, Thilo",A Virtue-Based Framework to Support Putting Ai Ethics Into Practice,Philosophy and Technology,10.1007/s13347-022-00553-z,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–24,3,35,,Publisher: Springer Verlag
JD6I56J4,journalArticle,2022,"Heilinger, Jan-Christoph",The Ethics of Ai Ethics. A Constructive Critique,Philosophy and Technology,10.1007/s13347-022-00557-9,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,1–20,3,35,,Publisher: Springer Verlag
YHUTJRPH,journalArticle,2022,"Braun, Maximilian; Tigard, Daniel; Schönweitz, Franziska; Lucaj, Laura; Janowski, Alexander von",Ai Ethics and the Automation Industry: How Companies Respond to Questions About Ethics at the Automatica Trade Fair 2022,Philosophy and Technology,10.1007/s13347-022-00570-y,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,1–6,3,35,,Publisher: Springer Verlag
LQQ6KKSK,journalArticle,2022,"etra, Henrik Skaug S\a; Danaher, John",To Each Technology its Own Ethics: The Problem of Ethical Proliferation,Philosophy and Technology,10.1007/s13347-022-00591-7,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,1–26,4,35,,Publisher: Springer Verlag
GYWU8FEB,journalArticle,2023,"Nyholm, Sven; Rüther, Markus",Meaning in Life in Ai Ethics–Some Trends and Perspectives,Philosophy and Technology,10.1007/s13347-023-00620-z,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,1–24,2,36,,Publisher: Springer Verlag
V7WB7DDP,journalArticle,2023,"Coghlan, Simon; Parker, Christine",Harm to Nonhuman Animals From Ai: A Systematic Account and Framework,Philosophy and Technology,10.1007/s13347-023-00627-6,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,1–34,2,36,,Publisher: Springer Verlag
RXTPQEY3,journalArticle,2023,"Ray, Partha Pratim; Das, Pradip Kumar","Charting the Terrain of Artificial Intelligence: A Multidimensional Exploration of Ethics, Agency, and Future Directions",Philosophy and Technology,10.1007/s13347-023-00643-6,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–7,2,36,,Publisher: Springer Verlag
SL7G8MP5,journalArticle,2023,"Haltaufderheide, Joschka; Krämer, Dennis; D?Angelo, Isabella; Brachem, Elisabeth; Vollmann, Jochen",Solidarity as an Empirical-Ethical Framework for the Analysis of Contact Tracing Apps – a Novel Approach,Philosophy and Technology,10.1007/s13347-023-00648-1,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–24,3,36,,Publisher: Springer Verlag
VWYH8IXL,journalArticle,2023,"Turner, Cody","The Metaverse: Virtual Metaphysics, Virtual Governance, and Virtual Abundance",Philosophy and Technology,10.1007/s13347-023-00666-z,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,1–8,4,36,,Publisher: Springer Verlag
QVHM6PCV,journalArticle,2023,"Elmahjub, Ezieddin",Artificial Intelligence (Ai) in Islamic Ethics: Towards Pluralist Ethical Benchmarking for Ai,Philosophy and Technology,10.1007/s13347-023-00668-x,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,1–24,4,36,,Publisher: Springer Verlag
ILEJBFMY,journalArticle,2022,"Sheetal; Tyagi, Rimjim; Singh, Gursimranjit",Gamification and Customer Experience in Online Retail: A Qualitative Study Focusing on Ethical Perspective,Asian Journal of Business Ethics,10.1007/s13520-022-00162-1,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,49–69,1,12,,Publisher: Springer Verlag
N7FFQKV3,journalArticle,2022,"Stears, Marc; Soutphommasane, Tim","Fear, Freedom and Political Culture During Covid-19",Monash Bioethics Review,10.1007/s40592-022-00157-5,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,110–119,1,40,,Publisher: Springer Verlag
9AZ9HCXI,journalArticle,2021,"Ohreen, David",The Role of Peers on Student Ethical Decision Making: Evidence in Support of the Social Intuitionist Model,International Journal of Ethics Education,10.1007/s40889-021-00125-3,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,289–309,2,6,,Publisher: Springer Verlag
X5TY8632,journalArticle,2022,"Talash, Khojasta; Anthias, Chloe; Machin, Laura L.",Exploring the Perceived Benefits of Ethics Education for Laboratory Professionals,International Journal of Ethics Education,10.1007/s40889-022-00140-y,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,201–212,1,7,,Publisher: Springer Verlag
42JI3SRF,journalArticle,2023,"Nguyen, Luan M.; Poleacovschi, Cristina; Faust, Kasey M.; Padgett-Walsh, Kate; Feinstein, Scott G.; Vaziri, Bobby; LaPatin, Michaela; Rutherford, Cassandra J.",Covid-19 Pandemic Reveals Challenges in Engineering Ethics Education,International Journal of Ethics Education,10.1007/s40889-022-00156-4,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,99–127,1,8,,Publisher: Springer Verlag
L6RLRGIX,journalArticle,2023,"Nye, Caroline; Wheeler, Rebecca","?I?Ve Got Nothing Against Vegans? But?: To Divulge, Dissemble or Divert Positionality in Rural Research Settings",Food Ethics,10.1007/s41055-023-00128-4,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,1–16,2,8,,Publisher: Springer Verlag
EH4Y6FQR,journalArticle,2021,"Ali, Sana; Khalid, Atiqa; Zahid, Erum",Is Covid-19 Immune to Misinformation? A Brief Overview,Asian Bioethics Review,10.1007/s41649-020-00155-x,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,255–277,2,13,,Publisher: Springer Singapore
V3AWGSKB,journalArticle,2021,"Alsomali, Nimah; Hussein, Ghaiath",Crispr-Cas9 and He Jiankui's Case: An Islamic Bioethics Review Using Maqasid Al-Shari'a and Qawaid Fighiyyah,Asian Bioethics Review,10.1007/s41649-021-00167-1,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,149–165,2,13,,Publisher: Springer Singapore
J8HBIGKH,journalArticle,2021,"Nisha, Zairu",Technicization of ?Birth? and ?Mothering?: Bioethical Debates From Feminist Perspectives,Asian Bioethics Review,10.1007/s41649-021-00169-z,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,133–148,2,13,,Publisher: Springer Singapore
GGPKPH9B,journalArticle,2021,"Ho, Manh Tung; Ghotbi, Nader",Moral Awareness of College Students Regarding Artificial Intelligence,Asian Bioethics Review,10.1007/s41649-021-00182-2,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,421–433,4,13,,Publisher: Springer Singapore
CLQLYTXX,journalArticle,2021,"Fazal, Asma",Ethical Issues in Conducting Cross-Cultural Research in Low-Income Countries: A Pakistani Perspective,Asian Bioethics Review,10.1007/s41649-021-00196-w,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,151–168,2,14,,Publisher: Springer Singapore
RKP3LH6B,journalArticle,2022,"Ng, Shu Hui",Health Inequalities Amongst Refugees and Migrant Workers in the Midst of the Covid-19 Pandemic: A Report of Two Cases,Asian Bioethics Review,10.1007/s41649-021-00198-8,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,107–114,2,14,,Publisher: Springer Singapore
HEJ3SUJH,journalArticle,2022,"Azahar, Amnah; Yusof, Aimi Nadia Mohd; Azhar, Zahir Izuan",A Preliminary Study to Explore the Informed Consent Approach and the Ethical Challenges in the Malaysian Biobanking for Research,Asian Bioethics Review,10.1007/s41649-022-00229-y,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,141–154,2,15,,Publisher: Springer Nature Singapore
A4ZU254V,journalArticle,2023,"Ghotbi, Nader",The Ethics of Emotional Artificial Intelligence: A Mixed Method Analysis,Asian Bioethics Review,10.1007/s41649-022-00237-y,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,417–430,4,15,,
MCC9Y6P6,journalArticle,2023,"Tian, Yi Jiao; Jotterand, Fabrice; Wangmo, Tenzin",Remote Technologies and Filial Obligations at a Distance: New Opportunities and Ethical Challenges,Asian Bioethics Review,10.1007/s41649-023-00256-3,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,479–504,4,15,,
X68CJ3X9,journalArticle,2022,"Maas, Jonne",A Neo-Republican Critique of Ai Ethics,Journal of Responsible Technology,10.1016/j.jrt.2021.100022,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,100022,C,9,,
ZW28TMPR,journalArticle,2022,"Roberson, Tara; Bornstein, Stephen; Liivoja, Rain; Ng, Simon; Scholz, Jason; Devitt, Kate",A Method for Ethical Ai in Defence: A Case Study on Developing Trustworthy Autonomous Systems,Journal of Responsible Technology,10.1016/j.jrt.2022.100036,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,100036,,11,,
5U584RZ8,journalArticle,2022,"Thornton, Michele; Martin, William ?Marty?",Pandemics at Work: Convergence of Epidemiology and Ethics,Business Ethics Quarterly,10.1017/beq.2021.32,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,41–74,1,32,,
A5RRZBM8,journalArticle,2022,"Larue, Louis; Meyer, Camille; Hudon, Marek; Sandberg, Joakim",The Ethics of Alternative Currencies,Business Ethics Quarterly,10.1017/beq.2021.52,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,299–321,2,32,,
WHIY96NE,journalArticle,2022,"Benn, Claire; Lazar, Seth",What?s Wrong with Automated Influence,Canadian Journal of Philosophy,10.1017/can.2021.23,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,125–148,1,52,,
78QTWKAJ,journalArticle,2022,"Jorgensen, Renée",Algorithms and the Individual in Criminal Law,Canadian Journal of Philosophy,10.1017/can.2021.28,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,1–17,1,52,,
IV8XMKJM,journalArticle,2022,"Creel, Kathleen; Hellman, Deborah","The Algorithmic Leviathan: Arbitrariness, Fairness, and Opportunity in Algorithmic Decision-Making Systems",Canadian Journal of Philosophy,10.1017/can.2022.3,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,26–43,1,52,,
FP6J9EHM,journalArticle,2022,"Wolmarans, Lichelle; Voorhoeve, Alex",What Makes Personal Data Processing by Social Networking Services Permissible?,Canadian Journal of Philosophy,10.1017/can.2022.4,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,93–108,1,52,,
MJ45Y7HR,journalArticle,2022,"Basu, Rima",The Importance of Forgetting,Episteme,10.1017/epi.2022.36,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,471–490,4,19,,
Y8JQX36F,journalArticle,2022,"Lee, Ji-Young",Dialogical Answerability and Autonomy Ascription,Hypatia,10.1017/hyp.2021.81,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,97–110,1,37,,
M9GTVVNG,journalArticle,2022,"Shah, Seema K.; Gross, Marielle; Nebeker, Camille",Optimizing Ethics Engagement in Research: Learning From the Ethical Complexities of Studying Opioid Use in Pregnancy,"Journal of Law, Medicine and Ethics",10.1017/jme.2022.61,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,339–347,2,50,,
H3NU42Q4,journalArticle,2022,"Iqbal, Jeffrey David; Krauthammer, Michael; Biller-Andorno, Nikola",The Use and Ethics of Digital Twins in Medicine,"Journal of Law, Medicine and Ethics",10.1017/jme.2022.97,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,583–596,3,50,,
KBC5Y8VK,journalArticle,2023,"Solaiman, Barry",Telehealth in the Metaverse: Legal & Ethical Challenges for Cross-Border Care in Virtual Worlds,"Journal of Law, Medicine and Ethics",10.1017/jme.2023.64,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,287–300,2,51,,
TVUJ7YQ4,journalArticle,2021,"Schopmans, Hendrik; Cupać, Jelena",Engines of Patriarchy: Ethical Artificial Intelligence in Times of Illiberal Backlash Politics,Ethics and International Affairs,10.1017/s0892679421000356,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,329–342,3,35,,
YREIC925,journalArticle,2023,"Leveringhaus, Alex",Technology in Espionage and Counterintelligence: Some Cautionary Lessons From Armed Conflict,Ethics and International Affairs,10.1017/s0892679423000199,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,147–160,2,37,,
N8BGRNWT,journalArticle,2021,"Hermerén, Göran",A Future for Migrants with Acute Heart Problems Seeking Asylum?,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180120000857,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,297–311,2,30,,
WISHQH9K,journalArticle,2021,"Tigard, Daniel W.",Artificial Moral Responsibility: How We Can and Cannot Hold Machines Responsible,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180120000985,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,435–447,3,30,,
7D458A32,journalArticle,2021,"Rueda, Jon",Socrates in the Fmri Scanner: The Neurofoundations of Morality and the Challenge to Ethics,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180121000074,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,606–612,4,30,,
GR395JM2,journalArticle,2022,"Oxholm, Christina; Christensen, Anne-Marie S.; Nielsen, Anette S.",The Ethics of Algorithms in Healthcare,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180121000864,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,119–130,1,31,,
CR3TRY58,journalArticle,2022,"Keune, Jason D.; Salter, Erica",From ?What? to ?How?: Experiential Learning in a Graduate Medicine for Ethicists Course,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180121000876,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,131–140,1,31,,
4NVA9Y9V,journalArticle,2023,"Dalton-Brown, Sally",Trusting the Government to Do the Right Thing: Data Ethics in Australia?s Pandemic Response,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180122000573,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,222–230,2,32,,
YJXNBTBN,journalArticle,2023,"Wu, Carrie C.; Appel, Jacob M.",When Appearances Matter: A Taxonomy and Ethics for Demographic-Based Provider Requests,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180122000731,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,406–413,3,32,,
WFQM26K2,journalArticle,2023,"Danaher, John",Moral Uncertainty and Our Relationships with Unknown Minds,Cambridge Quarterly of Healthcare Ethics,10.1017/s0963180123000191,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,482–495,4,32,,
B4EJN85H,journalArticle,2021,"Bindewald, Benjamin; Hawkins, Joshua",Speech and Inquiry in Public Institutions of Higher Education: Navigating Ethical and Epistemological Challenges,Educational Philosophy and Theory,10.1080/00131857.2020.1773794,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,1074–1085,11,53,,Publisher: Routledge
VL6WLLUE,journalArticle,2023,"Park, Jae; Bae, Anselmo",Toward a Pedagogy of Humility as Experience,Educational Philosophy and Theory,10.1080/00131857.2022.2104156,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,195–206,2,55,,Publisher: Routledge
VUYH794F,journalArticle,2021,"Bellaby, Ross W.",Can Ai Weapons Make Ethical Decisions?,Criminal Justice Ethics,10.1080/0731129x.2021.1951459,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,86–107,2,40,,
YQ8662QG,journalArticle,2021,"Heinsch, Milena; Geddes, Jenny; Sampson, Dara; Brosnan, Caragh; Hunt, Sally; Wells, Hannah; Kay-Lambkin, Frances",Disclosure of Suicidal Thoughts During an e-Mental Health Intervention: Relational Ethics Meets Actor-Network Theory,Ethics and Behavior,10.1080/10508422.2019.1691003,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,151–170,3,31,,Publisher: Routledge
S7BB5NZ8,journalArticle,2021,"Boccio, Dana E.",Does Use of a Decision-Making Model Improve the Quality of School Psychologists? Ethical Decisions?,Ethics and Behavior,10.1080/10508422.2020.1715802,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,119–135,2,31,,Publisher: Routledge
FSMQQA7Z,journalArticle,2021,"Schultz, Tammy; Yoo, Hana; Baraka, Mandy Kellums; Watson, Terri",Does This Apply Here?: Ethical Considerations in Transnational Supervision Settings,Ethics and Behavior,10.1080/10508422.2020.1754215,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,270–283,4,31,,Publisher: Routledge
8F2VIFT9,journalArticle,2021,"Andrews, Jack H.",Ethically Uncharted Territory: Providing Psychological Services to Parents in Pediatric Settings,Ethics and Behavior,10.1080/10508422.2020.1772063,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,77–90,2,31,,Publisher: Routledge
