,Unnamed: 0,Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords,Date,Date Added,Date Modified,Pages,Extra,Key,Eligibility_Abstract_Score,Eligibility_Title_Score,Eligibility_Score
10,10,Digital Simulacra Mark an Ontological Shift in Biomedicine with Far-Reaching Consequences for Real Patients,American Journal of Bioethics,23.0,9,10.1080/15265161.2023.2237458,"Haidar, Hazar; Encheva, Luyba; Kamenova, Kalina",2023.0,https://www.tandfonline.com/doi/full/10.1080/15265161.2023.2237458,journalArticle,"Cho and Martinez-Martin (2023) provide a thoughtful analysis of the epistemological and ethical implications of digital twin (DT) technology in biomedical research. However, they overlook the profound",,2023.0,2023-11-06 14:10:27,2023-11-06 14:10:27,81–84,Publisher: Taylor & Francis,CUIVUN9Y,0.1851851851851851,0.1428571428571428,0.1704324147320889
11,11,Ai Ethics and Data Governance in the Geospatial Domain of Digital Earth,Big Data and Society,9.0,2,10.1177/20539517221138767,"Micheli, Marina; Gevaert, Caroline M.; Carman, Mary; Craglia, Max; Daemen, Emily; Ibrahim, Rania E.; Kotsev, Alexander; Mohamed-Ghouse, Zaffar; Schade, Sven; Schneider, Ingrid; Shanley, Lea A.; Tartaro, Alessio; Vespe, Michele",2022.0,http://journals.sagepub.com/doi/10.1177/20539517221138767,journalArticle,"Digital Earth applications provide a common ground for visualizing, simulating, and modeling real-world situations. The potential of Digital Earth applications has increased significantly with the evolution of artificial intelligence systems and the capacity to collect and process complex amounts of geospatial data. Yet, the widespread techno-optimism at the root of Digital Earth must now confront concerns over high-risk artificial intelligence systems and power asymmetries of a datafied society. In this commentary, we claim that not only can current debates about data governance and ethical artificial intelligence inform development in the field of Digital Earth, but that the specificities of geospatial data, together with the expectations surrounding Digital Earth applications, offer a fruitful lens through which to examine current debates on data governance and artificial intelligence ethics. In particular, we argue that for the implementation of ethical artificial intelligence and inclusive approaches to data governance, Digital Earth initiatives need to involve stakeholders and communities at the local level and be sensitive to social, legal, cultural, and institutional contexts, including conflicts that might arise within those contexts.",,2022.0,2023-11-06 14:09:47,2023-11-06 14:09:47,,Publisher: SAGE Publications,5XLLZ7BN,0.1428571428571428,0.5,0.1618654958235168
12,12,Data Ethics in Digital Health and Genomics,The New Bioethics,27.0,4,10.1080/20502877.2021.1996965,"Karabekmez, Muhammed Erkan",2021.0,https://www.tandfonline.com/doi/full/10.1080/20502877.2021.1996965,journalArticle,"The digital revolution has disruptively reshaped the way health services are provided and how research is conducted. This transformation has produced novel ethical challenges. The digitalization of health records, bioinformatics, molecular medicine, wearable biomedical technologies, biotechnology, and synthetic biology has created new biological data niches. How these data are shared, stored, distributed, and analyzed has created ethical problems regarding privacy, trust, accountability, fairness, and justice. This study investigates issues related to data-sharing permissions, fairness in secondary data distribution, and commercial and political conflicts of interest among individuals, companies, and states. In conclusion, establishing an agency to act as deputy trustee on behalf of individuals is recommended to intermediate the complex nature of informed consent. Focusing on decentralized digital technologies is recommended in order to catalyze the utilization of data and prevent discrimination without circulating data unnecessarily.",,2021.0,2023-11-06 14:05:09,2023-11-06 14:05:09,320–333,,VEQ6XXYR,0.1397058823529411,0.7142857142857143,0.1618051066580478
13,13,Data Ethics in Catholic Health Systems,The National Catholic Bioethics Quarterly,22.0,2,10.5840/ncbq202222225,"Barina, Rachelle; Gremmels, Becket; Miller, Michael; Kockler, Nicholas; Repenshek, Mark; Ostertag, Christopher",2022.0,http://www.pdcnet.org/oom/service?url_ver=Z39.88-2004&rft_val_fmt=&rft.imuse_id=ncbq_2022_0022_0002_0289_0317&svc_id=info:www.pdcnet.org/collection,journalArticle,"The Catholic moral tradition has a rich foundation that applies broadly to encompass all areas of human experience. Yet, there is comparatively little in Catholic thought on the ethics of the collection and use of data, especially in healthcare. We provide here a brief overview of terminology, concepts, and applications of data in the context of healthcare, summarize relevant theological principles and themes (including the Vatican’s Rome Call for AI Ethics), and offer key questions for ethicists and data managers to consider as they analyze ethical implications pertinent to data governance and data management.",,2022.0,2023-11-06 14:09:47,2023-11-06 14:09:47,289–317,,PQ8GGVX6,0.1382978723404255,0.5,0.1592501297353399
14,14,"Artificial Intelligence, Social Media and Depression. A New Concept of Health-Related Digital Autonomy",American Journal of Bioethics,21.0,7,10.1080/15265161.2020.1863515,"Laacke, Sebastian; Mueller, Regina; Schomerus, Georg; Salloch, Sabine",2021.0,https://www.tandfonline.com/doi/full/10.1080/15265161.2020.1863515,journalArticle,"The development of artificial intelligence (AI) in medicine raises fundamental ethical issues. As one example, AI systems in the field of mental health successfully detect signs of mental disorders, such as depression, by using data from social media. These AI depression detectors (AIDDs) identify users who are at risk of depression prior to any contact with the healthcare system. The article focuses on the ethical implications of AIDDs regarding affected users’ health-related autonomy. Firstly, it presents the (ethical) discussion of AI in medicine and, specifically, in mental health. Secondly, two models of AIDDs using social media data and different usage scenarios are introduced. Thirdly, the concept of patient autonomy, according to Beauchamp and Childress, is critically discussed. Since this concept does not encompass the specific challenges linked with the digital context of AIDDs in social media sufficiently, the current analysis suggests, finally, an extended concept of health-related digital autonomy.",,2021.0,2023-11-06 14:05:09,2023-11-06 14:05:09,4–20,Publisher: Taylor & Francis,QUBBMERR,0.1476510067114094,0.2307692307692307,0.1551670163336592
15,15,Trusting the Government to Do the Right Thing: Data Ethics in Australia?s Pandemic Response,Cambridge Quarterly of Healthcare Ethics,32.0,2,10.1017/s0963180122000573,"Dalton-Brown, Sally",2023.0,https://www.cambridge.org/core/product/identifier/S0963180122000573/type/journal_article,journalArticle,"After a brief overview of ethical issues in an Australian context catalyzed by the current pandemic, this article focuses on data protection in the light of recent debates about COVID-19 data tracking in Australia and globally. This article looks at the issue of trust as a fundamental principle of effective and ethical COVID-safe measures undertaken by the government. Key to ensuring such trust are Habermasian participatory dialogs, which assume trust as a condition of authentic illocution, and an emphasis on short-term data capture.",,2023.0,2023-11-06 14:10:25,2023-11-06 14:10:25,222–230,,4NVA9Y9V,0.144578313253012,0.2142857142857142,0.1546471600688468
16,16,Integrating Social Determinants of Health Into Ethical Digital Simulations,American Journal of Bioethics,23.0,9,10.1080/15265161.2023.2237443,"Kostick-Quenet, Kristin; Rahimzadeh, Vasiliki; Anandasabapathy, Sharmila; Hurley, Meghan; Sonig, Anika; Mcguire, Amy",2023.0,https://www.tandfonline.com/doi/full/10.1080/15265161.2023.2237443,journalArticle,"In their article, Cho and Martinez-Martin (2023) argue that developers and users of digital simulacra for modelling health and disease should involve a con- tinued focus on causality of health states, including epidemiological factors with ethical and social justice implications. The authors contend that this requires model developers to move beyond narrow perform- ance metrics so that performance evaluation standards better reflect patient, clinician, and community values and dynamics. As researchers, clinicians and legal scholars deeply involved in examining the ethical implications of digital health technologies including digital representations of patients via digital phenotyp- ing and other forms of computer perception, we agree with Cho and Martinez-Martin's solutions and wish to highlight some practical challenges, as well as offer recommendations at government, developer and user levels for acknowledging the critical role of social determinants of health (SDOH) in digital simulations.",,2023.0,2023-11-06 14:10:25,2023-11-06 14:10:25,57–60,Publisher: Taylor & Francis,YSMSNUM2,0.1214285714285714,0.5555555555555556,0.1511467923586332
17,17,The Need to Personalise Business Ethics Education,Journal of Business Ethics Education,19.0,,10.5840/jbee2022199,"McGrane, Fódhla",2022.0,http://www.pdcnet.org/oom/service?url_ver=Z39.88-2004&rft_val_fmt=&rft.imuse_id=jbee_2022_0019_0153_0168&svc_id=info:www.pdcnet.org/collection,journalArticle,"Can business ethics textbooks and modules prepare business students to manage ethical challenges if they bypass students’ personal ethics? This paper is an academic reflection by a Higher Education, business ethics tutor in the UK and Ireland. It charts a pedagogic journey of moving away from lecturing based on the contents of the standard, “impersonal”, business ethics textbook, to moving towards facilitating interaction among students about their ethics in all parts of life, and especially “at work” in their part-time employment. The rationale for this pedagogic shift is supported by excerpts from Journal of Business Ethics Education (JBEE) articles and by current, UK, Higher Education (HE), quality frameworks. Qualitative student feedback on their experience of this more personal design of a business ethics module is included. Ten exercise suggestions and resources are offered. Business ethics textbook authors and tutors are recommended to begin their content with exercises in personal ethics.",,2022.0,2023-11-06 14:09:51,2023-11-06 14:09:51,153–168,,6BT5R3HU,0.14,0.2857142857142857,0.1467358490566037
18,18,Ethical Analysis of Cadaver Supply and Usage Processes for Research Within the Scope of the Helsinki Declaration,Developing World Bioethics,23.0,3,10.1111/dewb.12360,"Buruk, Banu; Ayta\cc, Güne\cs",2023.0,https://onlinelibrary.wiley.com/doi/10.1111/dewb.12360,journalArticle,"Recent technological developments have considerably transformed the supply, storage, and transportation processes of cadavers, creating new and previously unforeseen ethical challenges regarding cadaver usage. In this study, we analyzed two aspects of the cadaver processing system—cadaver supply and its use in research. Thereafter, we highlighted the major ethical concerns underlying these stages and correlated our search results with the ethical principles outlined in the Declaration of Helsinki (DoH), or Helsinki Declaration. To ensure the reliability and continuity of medical progress, human—especially cadaver—research depends on the ethical priorities as outlined in the DoH: respect for autonomy, privacy/confidentiality, risks/burdens/benefits, and the protection of vulnerable groups. According to our ethics analysis, which also corresponds with the ethics guidelines of the Consensus Panel on Research with the Recently Dead, the most ignored values were respect for autonomy and privacy/confidentiality issues. Based on these ethical concerns, we provide recommendations to address these challenges in anatomy research.",,2023.0,2023-11-06 14:10:28,2023-11-06 14:10:28,211–219,,XYAKMFPB,0.1390728476821192,0.1764705882352941,0.1424263680519795
19,19,Optimizing Ethics Engagement in Research: Learning From the Ethical Complexities of Studying Opioid Use in Pregnancy,"Journal of Law, Medicine and Ethics",50.0,2,10.1017/jme.2022.61,"Shah, Seema K.; Gross, Marielle; Nebeker, Camille",2022.0,https://www.cambridge.org/core/product/identifier/S1073110522000614/type/journal_article,journalArticle,"Research on opioid use in pregnancy is critically important to understand how the opioid epidemic has affected a generation of children, but also raises significant ethical and legal challenges. Embedded ethicists can help to fill the gaps in ethics oversight for such research, but further guidance is needed to help strike the balance between integration and independence.",,2022.0,2023-11-06 14:09:51,2023-11-06 14:09:51,339–347,,M9GTVVNG,0.087719298245614,0.3125,0.1409326888650197
20,20,"Review of Data Ethics, C. Stückelberger / P. Duggal",Journal of Ethics in Higher Education,2.0,,10.26034/fr.jehe.2023.4033,"Green, Erin; Haaz, Ignace",2023.0,https://jehe.globethics.net/article/view/4033,journalArticle,"This review is based on an expanded version of the session outcome document we prepared for WSIS. The outcome was providing a summary of the session: Data Ethics and the Ethics of Digital and Emerging Technologies – Building Trust, Serving Humanity – Globethics, which was held a few days earlier from 16:00 to 16:45, Monday, 13 March 2023 at the Geneva International Conference Center, under the auspices of the ITU.",,2023.0,2023-11-06 14:10:24,2023-11-06 14:10:24,131–143,,QUE2HFN6,0.1142857142857142,0.3333333333333333,0.1381562881562881
21,21,Ethical Issues in Computational Pathology,Journal of Medical Ethics,48.0,4,10.1136/medethics-2020-107024,"Sorell, Tom; Rajpoot, Nasir; Verrill, Clare",2022.0,https://jme.bmj.com/lookup/doi/10.1136/medethics-2020-107024,journalArticle,"This paper explores ethical issues raised by whole slide image-based computational pathology. After briefly giving examples drawn from some recent literature of advances in this field, we consider some ethical problems it might be thought to pose. These arise from (1) the tension between artificial intelligence (AI) research—with its hunger for more and more data—and the default preference in data ethics and data protection law for the minimisation of personal data collection and processing; (2) the fact that computational pathology lends itself to kinds of data fusion that go against data ethics norms and some norms of biobanking; (3) the fact that AI methods are esoteric and produce results that are sometimes unexplainable (the so-called ‘black box’problem) and (4) the fact that computational pathology is particularly dependent on scanning technology manufacturers with interests of their own in profit-making from data collection. We shall suggest that most of these issues are resolvable.",,2022.0,2023-11-06 14:09:50,2023-11-06 14:09:50,278–284,,GNAH4ISY,0.119205298013245,0.6,0.1380690135935866
22,22,The Ethical Implications of Artificial Intelligence (Ai) for Meaningful Work,Journal of Business Ethics,,4,10.1007/s10551-023-05339-7,"Bankins, Sarah; Formosa, Paul",2023.0,https://link.springer.com/10.1007/s10551-023-05339-7,journalArticle,"The increasing workplace use of artificially intelligent (AI) technologies has implications for the experience of meaningful human work. Meaningful work refers to the perception that one’s work has worth, significance, or a higher purpose. The development and organisational deployment of AI is accelerating, but the ways in which this will support or diminish opportunities for meaningful work and the ethical implications of these changes remain under-explored. This conceptual paper is positioned at the intersection of the meaningful work and ethical AI literatures and offers a detailed assessment of the ways in which the deployment of AI can enhance or diminish employees’ experiences of meaningful work. We first outline the nature of meaningful work and draw on philosophical and business ethics accounts to establish its ethical importance. We then explore the impacts of three paths of AI deployment (replacing some tasks, ‘tending the machine’, and amplifying human skills) across five dimensions constituting a holistic account of meaningful work, and finally assess the ethical implications. In doing so we help to contextualise the meaningful work literature for the era of AI, extend the ethical AI literature into the workplace, and conclude with a range of practical implications and future research directions.",,2023.0,2023-11-06 14:10:26,2023-11-06 14:10:26,1–16,,S8BX8J2H,0.1206030150753768,0.4,0.1357163039396269
23,23,The Use and Ethics of Digital Twins in Medicine,"Journal of Law, Medicine and Ethics",50.0,3,10.1017/jme.2022.97,"Iqbal, Jeffrey David; Krauthammer, Michael; Biller-Andorno, Nikola",2022.0,https://www.cambridge.org/core/product/identifier/S1073110522000973/type/journal_article,journalArticle,"Digital Health Technologies (DHTs) are currently the subject of much debate both in terms of their technological frontiers as well as their ethical, legal and societal implications (ELSI). Regulation of such technologies as medical devices currently lacks behind their level of adoption. Digital Twins are the next evolution step of such DHTs and provide an opportunity to anticipate and act on ELSI before adoption again leaps before the necessary review. This paper introduces the concept and use cases of digital twins in medicine, then frames the debate through the lens of related technologies, machine learning and personalized medicine, and maps ethical challenges stemming from those. Finally, we lay out how digital twins may change and challenge the future practice of medicine.",,2022.0,2023-11-06 14:09:47,2023-11-06 14:09:47,583–596,,H3NU42Q4,0.1157024793388429,0.4444444444444444,0.13420651809329
24,24,"Ai Led Ethical Digital Transformation: Framework, Research and Managerial Implications","Journal of Information, Communication and Ethics in Society",20.0,2,10.1108/jices-02-2021-0020,"Saurabh, Kumar; Arora, Ridhi; Rani, Neelam; Mishra, Debasisha; Ramkumar, M.",2022.0,https://www.emerald.com/insight/content/doi/10.1108/JICES-02-2021-0020/full/html,journalArticle,"Purpose               Digital transformation (DT) leverages digital technologies to change current processes and introduce new processes in any organisation’s business model, customer/user experience and operational processes (DT pillars). Artificial intelligence (AI) plays a significant role in achieving DT. As DT is touching each sphere of humanity, AI led DT is raising many fundamental questions. These questions raise concerns for the systems deployed, how they should behave, what risks they carry, the monitoring and evaluation control we have in hand, etc. These issues call for the need to integrate ethics in AI led DT. The purpose of this study is to develop an “AI led ethical digital transformation framework”.                                         Design/methodology/approach               Based on the literature survey, various existing business ethics decision-making models were synthesised. The authors mapped essential characteristics such as intensity and the individual, organisational and opportunity factors of ethics models with the proposed AI led ethical DT. The DT framework is evaluated using a thematic analysis of 23 expert interviews with relevant AI ethics personas from industry and society. The qualitative data of the interviews and opinion data has been analysed using MAXQDA software.                                         Findings               The authors have explored how AI can drive the ethical DT framework and have identified the core constituents of developing an AI led ethical DT framework. Backed by established ethical theories, the paper presents how DT pillars are related and sequenced to ethical factors. This research provides the potential to examine theoretically sequenced ethical factors with practical DT pillars.                                         Originality/value               The study establishes deduced and induced ethical value codes based on thematic analysis to develop guidelines for the pursuit of ethical DT. The authors identify four unique induced themes, namely, corporate social responsibility, perceived value, standard benchmarking and learning willingness. The comprehensive findings of this research, supported by a robust theoretical background, have substantial implications for academic research and corporate applicability. The proposed AI led ethical DT framework is unique and can be used for integrated social, technological and economic ethical research.",,2022.0,2023-11-06 14:09:47,2023-11-06 14:09:47,229–256,,IXYTEAV5,0.1175298804780876,0.6,0.1338526303911028
